EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
497320,Shooting Permit,07/15/2019 07:00:00 AM,07/15/2019 10:00:00 PM,07/11/2019 11:39:03 AM,"Mayor's Office of Film, Theatre & Broadcasting","BATTERY PLACE between 1 PLACE and LITTLE WEST STREET,  BATTERY PLACE between 1 PLACE and 2 PLACE,  BATTERY PLACE between 2 PLACE and 3 PLACE,  BATTERY PLACE between 2 PLACE and 3 PLACE,  1 PLACE between LITTLE WEST STREET and BATTERY PLACE,  LITTLE WEST STREET between 1 PLACE and 2 PLACE",Manhattan,1,1,Film,Feature,United States of America,"10004, 10006, 10280"
497317,Shooting Permit,07/16/2019 06:00:00 AM,07/16/2019 09:00:00 PM,07/11/2019 11:33:05 AM,"Mayor's Office of Film, Theatre & Broadcasting","10 AVENUE between WEST   28 STREET and WEST   29 STREET,  WEST   28 STREET between 10 AVENUE and 11 AVENUE,  WEST   29 STREET between 10 AVENUE and 11 AVENUE",Manhattan,4,10,Commercial,Commercial,United States of America,10001
497306,Shooting Permit,07/19/2019 07:00:00 AM,07/19/2019 09:00:00 PM,07/11/2019 11:13:30 AM,"Mayor's Office of Film, Theatre & Broadcasting",EAGLE STREET between WEST STREET and FRANKLIN STREET,Brooklyn,1,94,Television,Episodic series,United States of America,11222
497304,Shooting Permit,07/18/2019 07:00:00 AM,07/18/2019 09:00:00 PM,07/11/2019 11:10:54 AM,"Mayor's Office of Film, Theatre & Broadcasting",EAGLE STREET between WEST STREET and FRANKLIN STREET,Brooklyn,1,94,Television,Episodic series,United States of America,11222
497303,Shooting Permit,07/17/2019 07:00:00 AM,07/17/2019 09:00:00 PM,07/11/2019 11:07:19 AM,"Mayor's Office of Film, Theatre & Broadcasting",EAGLE STREET between WEST STREET and FRANKLIN STREET,Brooklyn,1,94,Television,Episodic series,United States of America,11222
497291,Theater Load in and Load Outs,07/16/2019 12:01:00 AM,07/17/2019 06:00:00 AM,07/11/2019 10:40:19 AM,"Mayor's Office of Film, Theatre & Broadcasting",W. 126TH ST. between ADAM CLAYTON POWELL BOULEVARD and FREDERICK DOUGLAS BOULEVARD,Manhattan,10,28,Theater,Theater,United States of America,10027
497265,Shooting Permit,07/15/2019 06:00:00 AM,07/15/2019 07:00:00 PM,07/11/2019 09:36:15 AM,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between UNION AVENUE and LORIMER STREET,  RIDGE STREET between STANTON STREET and RIVINGTON STREET",Brooklyn,"1, 3","7, 94",Commercial,Commercial,United States of America,"10002, 11211"
497264,Shooting Permit,07/12/2019 02:00:00 PM,07/13/2019 05:00:00 AM,07/11/2019 09:33:51 AM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  176 STREET,  WEST  175 STREET between ST NICHOLAS AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  176 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  176 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  ST NICHOLAS AVENUE between WEST  173 STREET and WEST  174 STREET,  ST NICHOLAS AVENUE between WEST  174 STREET and WEST  175 STREET,  ST NICHOLAS AVENUE between WEST  175 STREET and WEST  176 STREET,  WADSWORTH AVENUE between WEST  174 STREET and WEST  175 STREET,  ST NICHOLAS AVENUE between WEST  170 STREET and WEST  171 STREET,  ST NICHOLAS AVENUE between WEST  170 STREET and WEST  171 STREET,  ST NICHOLAS AVENUE between WEST  171 STREET and WEST  173 STREET,  WEST  171 STREET between BROADWAY and ST NICHOLAS AVENUE",Manhattan,12,33,Film,Feature,United States of America,"10032, 10033"
497217,Shooting Permit,07/14/2019 06:00:00 AM,07/14/2019 08:00:00 PM,07/10/2019 08:13:13 PM,"Mayor's Office of Film, Theatre & Broadcasting","CHRYSTIE STREET between HESTER STREET and GRAND STREET,  HESTER STREET between CHRYSTIE STREET and BOWERY,  BOWERY between GRAND STREET and CANAL STREET,  BOWERY between GRAND STREET and HESTER STREET,  BOWERY between GRAND STREET and BROOME STREET,  BOWERY between HESTER STREET and CANAL STREET,  WEST   58 STREET between 12 AVENUE and 10 AVENUE,  WEST   59 STREET between 11 AVENUE and 10 AVENUE,  WEST   59 STREET between FREEDOM PLACE SOUTH and WEST END AVENUE,  WEST   63 STREET between WEST END AVENUE and FREEDOM PLACE SOUTH,  WEST END AVENUE between WEST   60 STREET and WEST   63 STREET,  WEST END AVENUE between WEST   61 STREET and WEST   63 STREET",Manhattan,"2, 3, 4, 7","18, 20, 5, 84",Film,Feature,United States of America,"10002, 10013, 10019, 10023, 10069, 11201"
497216,Shooting Permit,07/16/2019 07:00:00 AM,07/16/2019 09:00:00 PM,07/10/2019 08:13:01 PM,"Mayor's Office of Film, Theatre & Broadcasting","MADISON STREET between MALCOLM X BOULEVARD and PATCHEN AVENUE,  MADISON STREET between PATCHEN AVENUE and RALPH AVENUE,  PATCHEN AVENUE between PUTNAM AVENUE and MONROE STREET,  MONROE STREET between MALCOLM X BOULEVARD and PATCHEN AVENUE,  PATCHEN AVENUE between MONROE STREET and GATES AVENUE",Brooklyn,3,81,Film,Feature,United States of America,11221
497178,Rigging Permit,07/15/2019 06:00:00 AM,07/15/2019 07:00:00 PM,07/10/2019 04:44:59 PM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  175 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
497176,Shooting Permit,07/17/2019 03:00:00 PM,07/18/2019 06:00:00 AM,07/10/2019 04:42:15 PM,"Mayor's Office of Film, Theatre & Broadcasting","56 Road between 50 STREET and 56 Street,  56 Road between 56 Street and Maspeth Avenue,  56 TERRACE between RUST STREET and MASPETH AVENUE,  RUST STREET between 56 STREET and MASPETH AVENUE,  58 Street between 56 DRIVE and Maspeth Avenue,  LIBERTY AVENUE between 148 STREET and 147 PLACE,  TUSKEGEE AIRMAN WAY between 157 STREET and 153 STREET,  156 Place between Styler Road and Tuskegee AIrman Way,  156 Street between TUSKEGEE AIRMAN WAY and 107 Avenue,  155 STREET between TUSKEGEE AIRMAN WAY and 107 AVENUE,  154 STREET between TUSKEGEE AIRMAN WAY and 107 AVENUE",Queens,"12, 2","103, 108",Television,Episodic series,United States of America,"11378, 11433, 11435"
497175,Rigging Permit,07/13/2019 06:00:00 AM,07/13/2019 07:00:00 PM,07/10/2019 04:40:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  175 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
497172,Shooting Permit,07/12/2019 03:00:00 PM,07/13/2019 06:00:00 AM,07/10/2019 04:39:24 PM,"Mayor's Office of Film, Theatre & Broadcasting",CITY ISLAND AVENUE between CROSS STREET and BOWNE STREET,Bronx,10,45,Television,Episodic series,United States of America,10464
497165,Shooting Permit,07/12/2019 12:00:00 PM,07/13/2019 02:00:00 AM,07/10/2019 04:32:32 PM,"Mayor's Office of Film, Theatre & Broadcasting","BEDFORD AVENUE between ST JOHNS PLACE and STERLING PLACE,  STERLING PLACE between BEDFORD AVENUE and ROGERS AVENUE,  ROGERS AVENUE between STERLING PLACE and ST JOHNS PLACE,  BEDFORD AVENUE between PARK PLACE and STERLING PLACE,  PARK PLACE between BEDFORD AVENUE and ROGERS AVENUE,  UNION STREET between FRANKLIN AVENUE and CLASSON AVENUE,  FRANKLIN AVENUE between PRESIDENT STREET and UNION STREET,  ST JOHNS PLACE between FRANKLIN AVENUE and BEDFORD AVENUE,  LINCOLN PLACE between CLASSON AVENUE and FRANKLIN AVENUE,  WASHINGTON AVENUE between PRESIDENT STREET and EASTERN PARKWAY,  FRANKLIN AVENUE between LINCOLN PLACE and EASTERN PARKWAY",Brooklyn,"55, 8, 9","71, 77, 78",Television,Cable-episodic,United States of America,"11216, 11225, 11238"
497150,Shooting Permit,07/13/2019 06:00:00 AM,07/13/2019 08:00:00 PM,07/10/2019 03:59:19 PM,"Mayor's Office of Film, Theatre & Broadcasting","CHRYSTIE STREET between HESTER STREET and GRAND STREET,  HESTER STREET between BOWERY and CHRYSTIE STREET,  BOWERY between GRAND STREET and HESTER STREET,  BOWERY between GRAND STREET and HESTER STREET,  BOWERY between GRAND STREET and BROOME STREET,  BOWERY between HESTER STREET and CANAL STREET,  53 STREET between 1 AVENUE and 2 AVENUE,  54 STREET between 1 AVENUE and 2 AVENUE,  1 AVENUE between 54 STREET and 52 STREET,  GRAND STREET between BOWERY and CHRYSTIE STREET,  2 AVENUE between 54 STREET and 53 STREET",Manhattan,"2, 3, 7","5, 72, 84",Film,Feature,United States of America,"10002, 10013, 11201, 11220, 11232"
497138,Shooting Permit,07/15/2019 07:00:00 AM,07/15/2019 10:30:00 PM,07/10/2019 03:36:31 PM,"Mayor's Office of Film, Theatre & Broadcasting","3 AVENUE between EAST   45 STREET and EAST   47 STREET,  EAST   46 STREET between 3 AVENUE and LEXINGTON AVENUE,  EAST   46 STREET between LEXINGTON AVENUE and PARK AVENUE,  EAST   48 STREET between LEXINGTON AVENUE and PARK AVENUE,  EAST   49 STREET between 3 AVENUE and LEXINGTON AVENUE,  EAST   49 STREET between LEXINGTON AVENUE and PARK AVENUE",Manhattan,"5, 6","17, 18",Television,Episodic series,United States of America,10017
497134,Shooting Permit,07/15/2019 12:00:00 PM,07/16/2019 01:00:00 AM,07/10/2019 03:26:49 PM,"Mayor's Office of Film, Theatre & Broadcasting","GRAND STREET between WYTHE AVENUE and BERRY STREET,  GRAND STREET between BERRY STREET and BEDFORD AVENUE,  WYTHE AVENUE between GRAND STREET and SOUTH    2 STREET,  WYTHE AVENUE between GRAND STREET and SOUTH    1 STREET,  WYTHE AVENUE between SOUTH    2 STREET and SOUTH    3 STREET,  GRAND STREET between WYTHE AVENUE and KENT AVENUE,  SOUTH    1 STREET between WYTHE AVENUE and KENT AVENUE",Brooklyn,1,90,Television,Episodic series,United States of America,11249
497125,Shooting Permit,07/16/2019 07:00:00 AM,07/16/2019 07:00:00 PM,07/10/2019 03:09:00 PM,"Mayor's Office of Film, Theatre & Broadcasting",WATER STREET between MAIN STREET and DOCK STREET,Brooklyn,2,84,Still Photography,Not Applicable,United States of America,11201
497116,Shooting Permit,07/12/2019 11:00:00 AM,07/13/2019 01:00:00 PM,07/10/2019 02:54:10 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST STREET between CALYER STREET and QUAY STREET,  QUAY STREET between WEST STREET and FRANKLIN STREET,  FRANKLIN STREET between CALYER STREET and QUAY STREET,  NOBLE STREET between WEST STREET and DEAD END",Brooklyn,1,94,Television,Episodic series,United States of America,11222
497114,Shooting Permit,07/19/2019 06:00:00 AM,07/19/2019 11:00:00 PM,07/10/2019 02:50:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","BEAVER STREET between BROADWAY and NEW STREET,  BEAVER STREET between NEW STREET and BROAD STREET,  MULBERRY STREET between EAST HOUSTON STREET and PRINCE STREET",Manhattan,"1, 2","1, 5",WEB,Not Applicable,United States of America,"10004, 10006, 10012"
497108,Shooting Permit,07/18/2019 07:00:00 AM,07/18/2019 11:00:00 PM,07/10/2019 02:34:30 PM,"Mayor's Office of Film, Theatre & Broadcasting","SOUTH    3 STREET between WYTHE AVENUE and KENT AVENUE,  CLIFTON PLACE between CLASSON AVENUE and FRANKLIN AVENUE",Brooklyn,"1, 3","79, 90",WEB,Not Applicable,United States of America,"11238, 11249"
497093,Shooting Permit,07/15/2019 04:00:00 AM,07/15/2019 09:00:00 PM,07/10/2019 02:05:01 PM,"Mayor's Office of Film, Theatre & Broadcasting","61 DRIVE between 69 PLACE and 69 STREET,  69 STREET between 61 ROAD and 62 AVENUE,  69 STREET between 61 DRIVE and 61 ROAD,  62 AVENUE between 69 LANE and 70 STREET,  69 LANE between 62 AVENUE and ELIOT AVENUE,  69 LANE between 62 AVENUE and ELIOT AVENUE",Queens,5,104,Commercial,Commercial,United States of America,11379
497090,Shooting Permit,07/11/2019 08:00:00 AM,07/11/2019 10:00:00 PM,07/10/2019 01:54:58 PM,"Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  REVIEW AVENUE between BORDEN AVENUE and 35 STREET",Queens,2,108,Television,Cable-other,United States of America,11101
497081,Shooting Permit,07/12/2019 10:00:00 AM,07/13/2019 03:00:00 AM,07/10/2019 01:26:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","7 AVENUE between STERLING PLACE and BERKLEY PLACE,  LINCOLN PLACE between 7 AVENUE and PLAZA ST WEST,  8 AVENUE between ST JOHNS PLACE and LINCOLN PLACE,  PLAZA STREET WEST between LINCOLN PLACE and ST. JOHNS PLACE",Brooklyn,"55, 6",78,Television,Episodic series,United States of America,11217
497076,Shooting Permit,07/11/2019 12:00:00 PM,07/12/2019 12:00:00 AM,07/10/2019 01:09:24 PM,"Mayor's Office of Film, Theatre & Broadcasting","GREENWICH AVENUE between PERRY STREET and 6 AVENUE,  GREENWICH AVENUE between PERRY STREET and CHRISTOPHER STREET,  6 AVENUE between WEST    8 STREET and WEST   11 STREET,  WEST    9 STREET between 5 AVENUE and 6 AVENUE",Manhattan,2,6,Television,Cable-episodic,United States of America,"10011, 10014"
497064,Shooting Permit,07/19/2019 12:00:00 AM,07/19/2019 12:00:00 PM,07/10/2019 12:40:35 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 5 AVENUE and 6 AVENUE,Manhattan,5,18,Television,Morning Show,United States of America,"10020, 10036"
497052,Shooting Permit,07/17/2019 08:00:00 AM,07/18/2019 03:00:00 AM,07/10/2019 12:08:37 PM,"Mayor's Office of Film, Theatre & Broadcasting",29 STREET between 47 AVENUE and 49 AVENUE,Queens,2,108,Television,Cable-episodic,United States of America,11101
497046,Shooting Permit,07/19/2019 08:30:00 AM,07/20/2019 04:00:00 AM,07/10/2019 12:04:58 PM,"Mayor's Office of Film, Theatre & Broadcasting",29 STREET between 47 AVENUE and 49 AVENUE,Queens,2,108,Television,Cable-episodic,United States of America,11101
497045,Shooting Permit,07/15/2019 06:00:00 AM,07/15/2019 10:00:00 PM,07/10/2019 12:01:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","WALTON AVENUE between EAST  184 STREET and EAST  183 STREET,  MORRIS AVENUE between EAST  184 STREET and EAST  183 STREET,  FIELD PLACE between MORRIS AVENUE and CRESTON AVENUE,  CRESTON AVENUE between EAST  184 STREET and FIELD PLACE,  EAST  184 STREET between MORRIS AVENUE and GRAND CONCOURSE,  EAST  188 STREET between MORRIS AVENUE and GRAND CONCOURSE,  CRESTON AVENUE between EAST  188 STREET and EAST  184 STREET,  GRAND CONCOURSE between EAST  188 STREET and EAST  184 STREET,  EAST  184 STREET between WALTON AVENUE and MORRIS AVENUE",Bronx,5,46,Film,Feature,United States of America,"10458, 10468"
497044,Shooting Permit,07/12/2019 04:00:00 PM,07/13/2019 11:00:00 AM,07/10/2019 11:59:01 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
497042,Shooting Permit,07/12/2019 01:30:00 PM,07/13/2019 06:00:00 AM,07/10/2019 11:56:40 AM,"Mayor's Office of Film, Theatre & Broadcasting","SPRING STREET between VARICK STREET and 6 AVENUE,  6 AVE between VANDAM ST and BROOME STREET,  SPRING STREET between SULLIVAN STREET and 6 AVENUE,  DOMINICK STREET between VARICK STREET and 6 AVENUE,  WATER STREET between WALL STREET and OLD SLIP,  OLD SLIP between WATER STREET and SOUTH STREET,  WATER STREET between WALL STREET and OLD SLIP,  HANOVER SQUARE between WATER STREET and PEARL STREET,  BEAVER STREET between BROADWAY and NEW STREET,  BEAVER STREET between NEW STREET and BROAD STREET,  BEAVER STREET between BROAD STREET and WILLIAM STREET,  MORRIS STREET between GREENWICH STREET and BROADWAY,  BROADWAY between EXCHANGE PLACE and MORRIS STREET,  GREENWICH STREET between MORRIS STREET and BATTERY PLACE,  PEARL STREET between COENTIES SLIP and HANOVER SQUARE,  CHARLTON STREET between 6 AVENUE and VARICK STREET",Manhattan,"1, 2",1,Television,Episodic series,United States of America,"10004, 10005, 10006, 10012, 10013, 10014"
497041,Shooting Permit,07/15/2019 06:00:00 AM,07/15/2019 10:00:00 PM,07/10/2019 11:56:31 AM,"Mayor's Office of Film, Theatre & Broadcasting","EDGECOMBE AVENUE between WEST  150 STREET and WEST  155 STREET,  WEST  155 STREET between AMSTERDAM AVENUE and ST NICHOLAS AVENUE,  ST NICHOLAS PLACE between WEST  151 STREET and WEST  152 STREET,  ST NICHOLAS PLACE between WEST  152 STREET and WEST  153 STREET,  ST NICHOLAS PLACE between WEST  152 STREET and WEST  153 STREET,  ST NICHOLAS PLACE between WEST  153 STREET and WEST  155 STREET",Manhattan,"10, 12, 9","30, 33",Film,Feature,United States of America,"10031, 10032"
497038,DCAS Prep/Shoot/Wrap Permit,07/12/2019 10:30:00 AM,07/12/2019 11:30:00 PM,07/10/2019 11:47:22 AM,"Mayor's Office of Film, Theatre & Broadcasting","READE STREET between ELK STREET and CENTRE STREET,  READE STREET between ELK STREET and BROADWAY,  CHAMBERS STREET between CENTRE STREET and ELK STREET,  BROADWAY between DUANE STREET and CHAMBERS STREET,  READE STREET between BROADWAY and CHURCH STREET,  CHURCH STREET between DUANE STREET and CHAMBERS STREET,  DUANE STREET between BROADWAY and CHURCH STREET",Manhattan,1,"1, 5",Television,Episodic series,United States of America,"10007, 10013"
497034,Shooting Permit,07/15/2019 06:00:00 AM,07/15/2019 10:00:00 PM,07/10/2019 11:22:18 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST LOOP ROAD between NORTH LOOP ROAD and SOUTH LOOP ROAD,  SOUTH LOOP ROAD between EAST LOOP ROAD and WEST LOOP ROAD,  WEST LOOP ROAD between MAIN STREET and SOUTH LOOP ROAD",Manhattan,8,114,Film,Feature,United States of America,10044
497019,Shooting Permit,07/17/2019 06:00:00 AM,07/17/2019 09:00:00 PM,07/10/2019 10:39:15 AM,"Mayor's Office of Film, Theatre & Broadcasting",CLIFTON PLACE between FRANKLIN AVENUE and CLASSON AVENUE,Brooklyn,3,79,WEB,Not Applicable,United States of America,11238
497016,Shooting Permit,07/15/2019 06:00:00 AM,07/15/2019 09:00:00 PM,07/10/2019 10:27:38 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   68 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,  WEST   69 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,  COLUMBUS AVENUE between WEST   68 STREET and WEST   70 STREET,  WEST   68 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE,  CENTRAL PARK WEST between WEST   67 STREET and WEST   70 STREET",Manhattan,"64, 7","20, 22",Television,Cable-episodic,United States of America,10023
497014,Shooting Permit,07/11/2019 07:00:00 AM,07/11/2019 11:00:00 PM,07/10/2019 10:22:43 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
497007,Shooting Permit,07/11/2019 11:00:00 AM,07/12/2019 03:00:00 AM,07/10/2019 10:01:59 AM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  176 STREET,  WEST  175 STREET between ST NICHOLAS AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  176 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  176 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  ST NICHOLAS AVENUE between WEST  173 STREET and WEST  174 STREET,  ST NICHOLAS AVENUE between WEST  174 STREET and WEST  175 STREET,  ST NICHOLAS AVENUE between WEST  175 STREET and WEST  176 STREET,  WADSWORTH AVENUE between WEST  174 STREET and WEST  175 STREET,  ST NICHOLAS AVENUE between WEST  170 STREET and WEST  171 STREET,  ST NICHOLAS AVENUE between WEST  170 STREET and WEST  171 STREET,  ST NICHOLAS AVENUE between WEST  171 STREET and WEST  173 STREET,  WEST  171 STREET between BROADWAY and ST NICHOLAS AVENUE",Manhattan,12,33,Film,Feature,United States of America,"10032, 10033"
497002,Shooting Permit,07/11/2019 08:00:00 AM,07/12/2019 03:00:00 AM,07/10/2019 09:54:47 AM,"Mayor's Office of Film, Theatre & Broadcasting",29 STREET between 47 AVENUE and 49 AVENUE,Queens,2,108,Television,Cable-episodic,United States of America,11101
496990,Shooting Permit,07/11/2019 10:00:00 AM,07/11/2019 05:00:00 PM,07/10/2019 08:26:08 AM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVENUE between NORMAN AVENUE and NASSAU AVENUE",Queens,"1, 2","108, 94",Television,Episodic series,United States of America,"11101, 11222"
496948,Shooting Permit,07/14/2019 06:00:00 AM,07/14/2019 10:00:00 PM,07/09/2019 08:09:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST LOOP ROAD between NORTH LOOP ROAD and SOUTH LOOP ROAD,  SOUTH LOOP ROAD between EAST LOOP ROAD and WEST LOOP ROAD,  WEST LOOP ROAD between MAIN STREET and SOUTH LOOP ROAD",Manhattan,8,114,Film,Feature,United States of America,10044
496901,Shooting Permit,07/10/2019 08:00:00 AM,07/11/2019 02:00:00 AM,07/09/2019 04:45:53 PM,"Mayor's Office of Film, Theatre & Broadcasting",29 STREET between 47 AVENUE and 49 AVENUE,Queens,2,108,Television,Cable-episodic,United States of America,11101
496891,Shooting Permit,07/12/2019 05:00:00 AM,07/12/2019 09:00:00 PM,07/09/2019 04:18:58 PM,"Mayor's Office of Film, Theatre & Broadcasting",STEWART AVENUE between INGRAHAM STREET and JOHNSON AVENUE,Brooklyn,1,90,Still Photography,Not Applicable,United States of America,11237
496887,Shooting Permit,07/13/2019 05:00:00 AM,07/13/2019 09:00:00 PM,07/09/2019 04:08:30 PM,"Mayor's Office of Film, Theatre & Broadcasting",INGRAHAM STREET between GARDNER AVENUE and STEWART AVENUE,Brooklyn,1,90,Still Photography,Not Applicable,United States of America,11237
496883,Shooting Permit,07/12/2019 07:00:00 AM,07/12/2019 11:00:00 PM,07/09/2019 04:00:41 PM,"Mayor's Office of Film, Theatre & Broadcasting","MARY WARREN PLACE between BELMONT AVENUE and SUTTER AVENUE,  GEORGIA AVENUE between BELMONT AVENUE and SUTTER AVENUE,  GEORGIA AVENUE between BELMONT AVENUE and PITKIN AVENUE,  BELMONT AVENUE between GEORGIA AVENUE and MARY WARREN PLACE,  BELMONT AVENUE between GEORGIA AVENUE and ALABAMA AVENUE",Brooklyn,5,75,Film,Feature,United States of America,11207
496858,Shooting Permit,07/17/2019 07:00:00 AM,07/17/2019 09:00:00 PM,07/09/2019 03:18:06 PM,"Mayor's Office of Film, Theatre & Broadcasting",RIVERSIDE DRIVE between WEST   80 STREET and WEST   81 STREET,Manhattan,7,"20, 24",Still Photography,Not Applicable,United States of America,"10023, 10024, 10025"
496854,Shooting Permit,07/10/2019 10:00:00 AM,07/10/2019 10:00:00 PM,07/09/2019 03:08:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  145 STREET between BROADWAY and AMSTERDAM AVENUE,  AMSTERDAM AVENUE between WEST  142 STREET and WEST  145 STREET,  WEST  144 STREET between HAMILTON TERRACE and CONVENT AVENUE,  CONVENT AVENUE between WEST  143 STREET and WEST  144 STREET,  ST NICHOLAS AVENUE between WEST  145 STREET and WEST  141 STREET,  WEST  143 STREET between AMSTERDAM AVENUE and CONVENT AVENUE",Manhattan,9,30,Television,Episodic series,United States of America,"10030, 10031"
496851,Shooting Permit,07/16/2019 08:00:00 AM,07/16/2019 09:00:00 PM,07/09/2019 03:01:02 PM,"Mayor's Office of Film, Theatre & Broadcasting",HUDSON STREET between WEST   11 STREET and PERRY STREET,Manhattan,2,6,Still Photography,Not Applicable,United States of America,10014
496849,Shooting Permit,07/12/2019 03:00:00 PM,07/13/2019 07:00:00 AM,07/09/2019 02:55:25 PM,"Mayor's Office of Film, Theatre & Broadcasting","95 STREET between 97 AVENUE and 99 AVENUE,  95 STREET between 99 AVENUE and 101 AVENUE,  97 AVENUE between 95 STREET and WOODHAVEN BOULEVARD,  97 AVENUE between 95 STREET and 97 STREET,  99 AVENUE between 95 STREET and 97 STREET,  97 STREET between 99 AVENUE and 101 AVENUE",Queens,"82, 9",102,Television,Episodic series,United States of America,"11385, 11416"
496833,Shooting Permit,07/11/2019 11:00:00 AM,07/11/2019 09:00:00 PM,07/09/2019 02:37:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","SCHOOL ROAD between BAY STREET and TORRICELLI STREET,  BAY ST between SCHOOL ROAD and NORTH RD",Staten Island,1,120,Film,Feature,United States of America,10305
496829,Shooting Permit,07/11/2019 10:00:00 AM,07/12/2019 02:00:00 AM,07/09/2019 02:33:41 PM,"Mayor's Office of Film, Theatre & Broadcasting","7 AVENUE between STERLING PLACE and BERKELEY PLACE,  8 AVENUE between LINCOLN PLACE and ST JOHNS PLACE,  LINCOLN PLACE between 7 AVENUE and PLAZA ST WEST,  PLAZA STREET WEST between LINCOLN PLACE and ST JOHN PLACE",Brooklyn,"55, 6",78,Television,Episodic series,United States of America,11217
496806,Shooting Permit,07/16/2019 07:00:00 AM,07/16/2019 09:00:00 PM,07/09/2019 02:02:46 PM,"Mayor's Office of Film, Theatre & Broadcasting",EAGLE STREET between WEST STREET and FRANKLIN STREET,Brooklyn,1,94,Television,Episodic series,United States of America,11222
496786,Shooting Permit,07/12/2019 08:30:00 AM,07/12/2019 02:00:00 PM,07/09/2019 01:38:09 PM,"Mayor's Office of Film, Theatre & Broadcasting",ST JAMES PLACE between OLIVER STREET and MADISON STREET,Manhattan,3,5,Television,Episodic series,United States of America,10038
496785,Shooting Permit,07/16/2019 06:00:00 AM,07/16/2019 08:00:00 PM,07/09/2019 01:35:52 PM,"Mayor's Office of Film, Theatre & Broadcasting","BEAVER STREET between BROADWAY and NEW STREET,  BEAVER STREET between NEW STREET and BROAD STREET",Manhattan,1,1,WEB,Not Applicable,United States of America,"10004, 10006"
